order_id,order_date,order_month,order_year,product_category,product_subcategory,original_price,sales_price,discount_percentage,profit,city,state,country
OD9424,16/05/2017,maio,2017,Snacks,Cookies,2803.45,2439.00,13%,585.36,New York City,New York,United States
OD837,16/05/2018,maio,2018,Snacks,Noodles,640.51,506.00,21%,65.78,New York City,New York,United States
OD9727,16/05/2018,maio,2018,Fruits & Veggies,Organic Fruits,808.05,703.00,13%,105.45,Philadelphia,Pennsylvania,United States
OD570,16/06/2015,junho,2015,Food Grains,Rice,944.16,727.00,23%,247.18,Keller,Texas,United States
OD1453,16/06/2015,junho,2015,Fruits & Veggies,Organic Vegetables,2141.54,1392.00,35%,612.48,San Francisco,California,United States
OD1473,16/06/2015,junho,2015,Bakery,Biscuits,2016.00,1512.00,25%,151.20,Hialeah,Florida,United States
OD1525,16/06/2015,junho,2015,Food Grains,Rice,896.97,592.00,34%,100.64,Hialeah,Florida,United States
OD3972,16/06/2015,junho,2015,Bakery,Cakes,1601.49,1073.00,33%,128.76,Fairfield,Ohio,United States
OD3992,16/06/2015,junho,2015,Bakery,Biscuits,765.82,605.00,21%,139.15,Fairfield,Ohio,United States
OD4044,16/06/2015,junho,2015,Oil & Masala,Edible Oil & Ghee,1218.42,926.00,24%,166.68,Huntington Beach,California,United States
OD6493,16/06/2015,junho,2015,Bakery,Cakes,1525.61,1251.00,18%,525.42,Huntington Beach,California,United States
OD6513,16/06/2015,junho,2015,Snacks,Cookies,1115.94,770.00,31%,161.70,Port Orange,Florida,United States
OD6565,16/06/2015,junho,2015,Fruits & Veggies,Fresh Fruits,1297.70,1129.00,13%,158.06,Medford,Oregon,United States
OD9460,16/06/2015,junho,2015,Food Grains,Organic Staples,1605.56,1445.00,10%,260.10,Charlottesville,Virginia,United States
OD576,16/06/2016,junho,2016,Beverages,Health Drinks,1166.67,980.00,16%,205.80,Missoula,Montana,United States
OD840,16/06/2016,junho,2016,Oil & Masala,Spices,1865.22,1287.00,31%,579.15,Minneapolis,Minnesota,United States
OD1311,16/06/2016,junho,2016,Bakery,Biscuits,1453.01,1206.00,17%,373.86,Miami,Florida,United States
OD1313,16/06/2016,junho,2016,Fruits & Veggies,Fresh Vegetables,1879.10,1259.00,33%,302.16,Miami,Florida,United States
OD1516,16/06/2016,junho,2016,Snacks,Noodles,1233.33,888.00,28%,222.00,Miami,Florida,United States
OD1890,16/06/2016,junho,2016,Beverages,Soft Drinks,3121.33,2341.00,25%,632.07,Florence,South Carolina,United States
OD4035,16/06/2016,junho,2016,Beverages,Health Drinks,2586.52,2302.00,11%,322.28,Detroit,Michigan,United States
OD4409,16/06/2016,junho,2016,Food Grains,Rice,1106.02,918.00,17%,64.26,Springfield,Oregon,United States
OD6556,16/06/2016,junho,2016,Oil & Masala,Edible Oil & Ghee,748.84,644.00,14%,154.56,Springfield,Oregon,United States
OD6930,16/06/2016,junho,2016,Bakery,Biscuits,2972.29,2467.00,17%,296.04,Springfield,Oregon,United States
OD9466,16/06/2016,junho,2016,"Eggs, Meat & Fish",Eggs,1095.00,876.00,20%,131.40,Indianapolis,Indiana,United States
OD9730,16/06/2016,junho,2016,Bakery,Biscuits,3571.64,2393.00,33%,526.46,Apopka,Florida,United States
OD1186,16/06/2017,junho,2017,"Eggs, Meat & Fish",Eggs,2087.88,1378.00,34%,96.46,Apopka,Florida,United States
OD1439,16/06/2017,junho,2017,Bakery,Breads & Buns,1851.35,1370.00,26%,438.40,Los Angeles,California,United States
OD3789,16/06/2017,junho,2017,Food Grains,Organic Staples,3024.39,2480.00,18%,818.40,Oceanside,New York,United States
OD3958,16/06/2017,junho,2017,Snacks,Chocolates,1494.38,1330.00,11%,385.70,Los Angeles,California,United States
OD6308,16/06/2017,junho,2017,Fruits & Veggies,Organic Vegetables,1710.77,1112.00,35%,278.00,Houston,Texas,United States
OD6479,16/06/2017,junho,2017,Food Grains,Rice,886.67,665.00,25%,199.50,Houston,Texas,United States
OD8829,16/06/2017,junho,2017,"Eggs, Meat & Fish",Chicken,953.01,791.00,17%,55.37,Roswell,Georgia,United States
OD89,16/06/2018,junho,2018,Bakery,Breads & Buns,2672.15,2111.00,21%,189.99,Boynton Beach,Florida,United States
OD337,16/06/2018,junho,2018,Fruits & Veggies,Organic Vegetables,1478.38,1094.00,26%,415.72,Boynton Beach,Florida,United States
OD338,16/06/2018,junho,2018,Bakery,Cakes,1473.75,1179.00,20%,106.11,Boynton Beach,Florida,United States
OD339,16/06/2018,junho,2018,Food Grains,Atta & Flour,1587.32,1127.00,29%,416.99,Franklin,Massachusetts,United States
OD340,16/06/2018,junho,2018,Bakery,Biscuits,812.16,601.00,26%,234.39,Detroit,Michigan,United States
OD450,16/06/2018,junho,2018,Food Grains,Dals & Pulses,3773.85,2453.00,35%,367.95,Watertown,New York,United States
OD886,16/06/2018,junho,2018,Oil & Masala,Edible Oil & Ghee,2022.54,1436.00,29%,588.76,Watertown,New York,United States
OD1099,16/06/2018,junho,2018,"Eggs, Meat & Fish",Chicken,2773.42,2191.00,21%,810.67,Reading,Pennsylvania,United States
OD1975,16/06/2018,junho,2018,Beverages,Health Drinks,706.67,530.00,25%,201.40,Arlington,Texas,United States
OD2769,16/06/2018,junho,2018,Oil & Masala,Masalas,2349.38,1903.00,19%,380.60,Arlington,Texas,United States
OD3688,16/06/2018,junho,2018,Bakery,Breads & Buns,2057.75,1461.00,29%,116.88,San Diego,California,United States
OD3696,16/06/2018,junho,2018,Oil & Masala,Spices,3225.37,2161.00,33%,626.69,San Francisco,California,United States
OD3703,16/06/2018,junho,2018,Snacks,Cookies,660.67,588.00,11%,141.12,Los Angeles,California,United States
OD4494,16/06/2018,junho,2018,Fruits & Veggies,Organic Fruits,940.00,611.00,35%,85.54,Denver,Colorado,United States
OD5288,16/06/2018,junho,2018,Food Grains,Rice,926.44,806.00,13%,249.86,Seattle,Washington,United States
OD6207,16/06/2018,junho,2018,Beverages,Health Drinks,1079.41,734.00,32%,58.72,Seattle,Washington,United States
OD6215,16/06/2018,junho,2018,Bakery,Breads & Buns,2314.47,1759.00,24%,545.29,Seattle,Washington,United States
OD6222,16/06/2018,junho,2018,Snacks,Cookies,2248.72,1754.00,22%,157.86,Scottsdale,Arizona,United States
OD7015,16/06/2018,junho,2018,Snacks,Chocolates,688.37,592.00,14%,230.88,Lafayette,Louisiana,United States
OD7809,16/06/2018,junho,2018,Oil & Masala,Edible Oil & Ghee,1112.82,868.00,22%,78.12,Lafayette,Louisiana,United States
OD8728,16/06/2018,junho,2018,Fruits & Veggies,Organic Vegetables,1444.32,1271.00,12%,394.01,San Francisco,California,United States
OD8736,16/06/2018,junho,2018,"Eggs, Meat & Fish",Fish,2387.65,1934.00,19%,367.46,San Francisco,California,United States
OD8743,16/06/2018,junho,2018,"Eggs, Meat & Fish",Fish,1186.57,795.00,33%,127.20,San Francisco,California,United States
OD8979,16/06/2018,junho,2018,Bakery,Biscuits,2773.17,2274.00,18%,204.66,Broomfield,Colorado,United States
OD9227,16/06/2018,junho,2018,Fruits & Veggies,Fresh Vegetables,1232.91,974.00,21%,97.40,Broomfield,Colorado,United States
OD9228,16/06/2018,junho,2018,Oil & Masala,Spices,643.68,560.00,13%,128.80,Broomfield,Colorado,United States
OD9229,16/06/2018,junho,2018,Food Grains,Atta & Flour,3149.23,2047.00,35%,634.57,Broomfield,Colorado,United States
OD9230,16/06/2018,junho,2018,Fruits & Veggies,Fresh Fruits,1341.33,1006.00,25%,201.20,Quincy,Illinois,United States
OD9340,16/06/2018,junho,2018,"Eggs, Meat & Fish",Eggs,3011.43,2108.00,30%,400.52,Quincy,Illinois,United States
OD9776,16/06/2018,junho,2018,"Eggs, Meat & Fish",Mutton,2338.89,1684.00,28%,690.44,Quincy,Illinois,United States
OD9989,16/06/2018,junho,2018,Snacks,Cookies,1717.65,1460.00,15%,452.60,Carrollton,Texas,United States
OD2247,16/07/2016,julho,2016,Oil & Masala,Masalas,806.33,637.00,21%,121.03,Carrollton,Texas,United States
OD2248,16/07/2016,julho,2016,Food Grains,Rice,979.52,813.00,17%,317.07,New York City,New York,United States
OD2457,16/07/2016,julho,2016,Bakery,Breads & Buns,1628.57,1254.00,23%,313.50,New York City,New York,United States
OD3087,16/07/2016,julho,2016,"Eggs, Meat & Fish",Fish,2675.61,2194.00,18%,416.86,New York City,New York,United States
OD3334,16/07/2016,julho,2016,Bakery,Cakes,2806.82,2470.00,12%,197.60,New York City,New York,United States
OD3581,16/07/2016,julho,2016,Bakery,Biscuits,1805.75,1571.00,13%,691.24,New York City,New York,United States
OD3593,16/07/2016,julho,2016,Food Grains,Rice,2839.44,2016.00,29%,403.20,New York City,New York,United States
OD4766,16/07/2016,julho,2016,Fruits & Veggies,Fresh Fruits,1659.26,1344.00,19%,134.40,New York City,New York,United States
OD4767,16/07/2016,julho,2016,Fruits & Veggies,Organic Fruits,1437.66,1107.00,23%,221.40,New York City,New York,United States
OD4976,16/07/2016,julho,2016,Bakery,Cakes,2800.00,2268.00,19%,476.28,New York City,New York,United States
OD5606,16/07/2016,julho,2016,Snacks,Cookies,2664.63,2185.00,18%,174.80,New York City,New York,United States
OD5853,16/07/2016,julho,2016,Fruits & Veggies,Organic Fruits,1405.75,1223.00,13%,61.15,New York City,New York,United States
OD6100,16/07/2016,julho,2016,Beverages,Health Drinks,2315.49,1644.00,29%,657.60,New York City,New York,United States
OD6112,16/07/2016,julho,2016,Bakery,Cakes,2401.49,1609.00,33%,273.53,Springfield,Missouri,United States
OD7287,16/07/2016,julho,2016,Beverages,Soft Drinks,1717.28,1391.00,19%,69.55,Springfield,Missouri,United States
OD7288,16/07/2016,julho,2016,Snacks,Chocolates,1314.49,907.00,31%,108.84,Springfield,Missouri,United States
OD7497,16/07/2016,julho,2016,Oil & Masala,Edible Oil & Ghee,2401.15,2089.00,13%,605.81,Springfield,Missouri,United States
OD8127,16/07/2016,julho,2016,Fruits & Veggies,Fresh Vegetables,754.67,566.00,25%,39.62,Springfield,Missouri,United States
OD8374,16/07/2016,julho,2016,"Eggs, Meat & Fish",Mutton,1709.09,1504.00,12%,210.56,Springfield,Missouri,United States
OD8621,16/07/2016,julho,2016,Beverages,Health Drinks,2853.62,1969.00,31%,669.46,Springfield,Missouri,United States
OD8633,16/07/2016,julho,2016,Beverages,Soft Drinks,3172.73,2443.00,23%,219.87,Springfield,Missouri,United States
OD79,16/07/2017,julho,2017,Snacks,Cookies,898.75,719.00,20%,64.71,Paterson,New Jersey,United States
OD80,16/07/2017,julho,2017,Fruits & Veggies,Organic Fruits,3112.16,2303.00,26%,621.81,Paterson,New Jersey,United States
OD209,16/07/2017,julho,2017,"Eggs, Meat & Fish",Mutton,2742.50,2194.00,20%,153.58,Paterson,New Jersey,United States
OD210,16/07/2017,julho,2017,Beverages,Soft Drinks,2735.21,1942.00,29%,504.92,Tulsa,Oklahoma,United States
OD211,16/07/2017,julho,2017,Fruits & Veggies,Organic Vegetables,870.00,609.00,30%,207.06,Chicago,Illinois,United States
OD2259,16/07/2017,julho,2017,"Eggs, Meat & Fish",Mutton,1432.14,1203.00,16%,529.32,Chicago,Illinois,United States
OD2636,16/07/2017,julho,2017,Food Grains,Dals & Pulses,2717.50,2174.00,20%,673.94,Chicago,Illinois,United States
OD2638,16/07/2017,julho,2017,"Eggs, Meat & Fish",Eggs,2634.67,1976.00,25%,889.20,Chicago,Illinois,United States
OD2643,16/07/2017,julho,2017,Beverages,Health Drinks,2060.00,1545.00,25%,355.35,Chicago,Illinois,United States
OD2644,16/07/2017,julho,2017,Snacks,Noodles,1827.69,1188.00,35%,368.28,Montgomery,Alabama,United States
OD2648,16/07/2017,julho,2017,"Eggs, Meat & Fish",Eggs,2291.03,1787.00,22%,107.22,Montgomery,Alabama,United States
OD3121,16/07/2017,julho,2017,Bakery,Cakes,580.46,505.00,13%,222.20,Montgomery,Alabama,United States
OD4778,16/07/2017,julho,2017,Beverages,Soft Drinks,2369.01,1682.00,29%,740.08,Salem,Oregon,United States
OD5155,16/07/2017,julho,2017,Snacks,Noodles,1503.53,1278.00,15%,575.10,Glendale,Arizona,United States
OD5157,16/07/2017,julho,2017,Food Grains,Rice,2422.99,2108.00,13%,653.48,Glendale,Arizona,United States
OD5162,16/07/2017,julho,2017,Fruits & Veggies,Organic Vegetables,1634.25,1193.00,27%,202.81,Columbus,Georgia,United States
OD5163,16/07/2017,julho,2017,"Eggs, Meat & Fish",Fish,2458.62,2139.00,13%,213.90,Oklahoma City,Oklahoma,United States
OD5167,16/07/2017,julho,2017,Fruits & Veggies,Fresh Fruits,2537.35,2106.00,17%,926.64,Brentwood,California,United States
OD5640,16/07/2017,julho,2017,Bakery,Cakes,2822.22,2286.00,19%,342.90,Brentwood,California,United States
OD7299,16/07/2017,julho,2017,Fruits & Veggies,Organic Vegetables,2497.53,2023.00,19%,101.15,Brentwood,California,United States
OD7676,16/07/2017,julho,2017,Fruits & Veggies,Organic Vegetables,2254.02,1961.00,13%,196.10,Columbus,Ohio,United States
OD7678,16/07/2017,julho,2017,Oil & Masala,Edible Oil & Ghee,986.67,888.00,10%,399.60,Springfield,Missouri,United States
OD7683,16/07/2017,julho,2017,"Eggs, Meat & Fish",Mutton,3219.72,2286.00,29%,434.34,Springfield,Missouri,United States
OD7684,16/07/2017,julho,2017,Bakery,Breads & Buns,808.14,695.00,14%,125.10,Springfield,Missouri,United States
OD7688,16/07/2017,julho,2017,"Eggs, Meat & Fish",Fish,1504.00,1128.00,25%,417.36,Springfield,Missouri,United States
OD8161,16/07/2017,julho,2017,Food Grains,Dals & Pulses,1717.57,1271.00,26%,521.11,Philadelphia,Pennsylvania,United States
OD8969,16/07/2017,julho,2017,Food Grains,Dals & Pulses,2191.76,1863.00,15%,670.68,Springfield,Oregon,United States
OD8970,16/07/2017,julho,2017,Oil & Masala,Masalas,2189.53,1883.00,14%,583.73,Springfield,Oregon,United States
OD9099,16/07/2017,julho,2017,Snacks,Noodles,2630.43,1815.00,31%,127.05,Springfield,Oregon,United States
OD9100,16/07/2017,julho,2017,Bakery,Cakes,2995.00,2396.00,20%,551.08,Houston,Texas,United States
OD9101,16/07/2017,julho,2017,Food Grains,Dals & Pulses,3332.35,2266.00,32%,589.16,Houston,Texas,United States
OD18,16/07/2018,julho,2018,Beverages,Health Drinks,1996.30,1617.00,19%,113.19,Chesapeake,Virginia,United States
OD692,16/07/2018,julho,2018,"Eggs, Meat & Fish",Chicken,1550.67,1163.00,25%,314.01,Chesapeake,Virginia,United States
OD3534,16/07/2018,julho,2018,Oil & Masala,Edible Oil & Ghee,1250.60,1038.00,17%,145.32,Chesapeake,Virginia,United States
OD6053,16/07/2018,julho,2018,Snacks,Noodles,912.50,657.00,28%,98.55,Pasadena,California,United States
OD8574,16/07/2018,julho,2018,Food Grains,Rice,898.82,764.00,15%,53.48,Pasadena,California,United States
OD8908,16/07/2018,julho,2018,Beverages,Health Drinks,2676.54,2168.00,19%,693.76,Louisville,Kentucky,United States
OD9582,16/07/2018,julho,2018,Beverages,Health Drinks,2483.33,1937.00,22%,174.33,Louisville,Kentucky,United States
OD657,16/08/2015,agosto,2015,Snacks,Chocolates,2447.83,1689.00,31%,236.46,Lubbock,Texas,United States
OD9547,16/08/2015,agosto,2015,"Eggs, Meat & Fish",Chicken,1087.32,772.00,29%,347.40,Columbia,Missouri,United States
OD659,16/08/2016,agosto,2016,Oil & Masala,Masalas,2495.83,1797.00,28%,682.86,Columbia,Missouri,United States
OD1555,16/08/2016,agosto,2016,Fruits & Veggies,Organic Fruits,1189.41,1011.00,15%,323.52,Chicago,Illinois,United States
OD1811,16/08/2016,agosto,2016,Bakery,Breads & Buns,2879.17,2073.00,28%,642.63,Johnson City,Tennessee,United States
OD1826,16/08/2016,agosto,2016,"Eggs, Meat & Fish",Eggs,1953.95,1485.00,24%,623.70,Johnson City,Tennessee,United States
OD1873,16/08/2016,agosto,2016,Beverages,Health Drinks,987.50,790.00,20%,244.90,Johnson City,Tennessee,United States
OD2188,16/08/2016,agosto,2016,Beverages,Soft Drinks,2441.77,1929.00,21%,231.48,Houston,Texas,United States
OD2336,16/08/2016,agosto,2016,Food Grains,Organic Staples,2806.90,2442.00,13%,1025.64,Houston,Texas,United States
OD2836,16/08/2016,agosto,2016,Beverages,Soft Drinks,884.34,734.00,17%,286.26,Auburn,Alabama,United States
OD2852,16/08/2016,agosto,2016,Food Grains,Atta & Flour,2294.29,1606.00,30%,690.58,Auburn,Alabama,United States
OD2871,16/08/2016,agosto,2016,Snacks,Noodles,1128.24,959.00,15%,95.90,Auburn,Alabama,United States
OD2875,16/08/2016,agosto,2016,Beverages,Health Drinks,3422.86,2396.00,30%,119.80,San Bernardino,California,United States
OD3182,16/08/2016,agosto,2016,Snacks,Cookies,1634.29,1144.00,30%,125.84,San Bernardino,California,United States
OD3189,16/08/2016,agosto,2016,"Eggs, Meat & Fish",Chicken,1524.29,1067.00,30%,384.12,San Bernardino,California,United States
OD4074,16/08/2016,agosto,2016,Bakery,Cakes,943.42,717.00,24%,258.12,San Bernardino,California,United States
OD4330,16/08/2016,agosto,2016,Oil & Masala,Edible Oil & Ghee,953.85,744.00,22%,74.40,Providence,Rhode Island,United States
OD4345,16/08/2016,agosto,2016,Bakery,Biscuits,858.44,661.00,23%,52.88,Providence,Rhode Island,United States
OD4392,16/08/2016,agosto,2016,Beverages,Soft Drinks,2071.59,1823.00,12%,255.22,Providence,Rhode Island,United States
OD4707,16/08/2016,agosto,2016,"Eggs, Meat & Fish",Chicken,2340.30,1568.00,33%,360.64,Providence,Rhode Island,United States
OD4855,16/08/2016,agosto,2016,Snacks,Noodles,3214.29,2250.00,30%,675.00,Fresno,California,United States
OD5355,16/08/2016,agosto,2016,Food Grains,Organic Staples,3345.95,2476.00,26%,643.76,Seattle,Washington,United States
OD5371,16/08/2016,agosto,2016,Beverages,Health Drinks,1048.15,849.00,19%,212.25,Lancaster,California,United States
OD5390,16/08/2016,agosto,2016,Fruits & Veggies,Fresh Vegetables,943.84,689.00,27%,248.04,Lancaster,California,United States
OD5394,16/08/2016,agosto,2016,Oil & Masala,Spices,2360.00,1652.00,30%,297.36,Leominster,Massachusetts,United States
OD5701,16/08/2016,agosto,2016,Bakery,Biscuits,2161.43,1513.00,30%,484.16,Leominster,Massachusetts,United States
OD5708,16/08/2016,agosto,2016,Bakery,Cakes,766.22,567.00,26%,249.48,Leominster,Massachusetts,United States
OD6595,16/08/2016,agosto,2016,Snacks,Chocolates,2226.32,1692.00,24%,355.32,Leominster,Massachusetts,United States
OD6851,16/08/2016,agosto,2016,Bakery,Breads & Buns,1725.00,1449.00,16%,72.45,Fort Worth,Texas,United States
OD6866,16/08/2016,agosto,2016,Beverages,Health Drinks,1796.20,1419.00,21%,340.56,Fort Worth,Texas,United States
OD6913,16/08/2016,agosto,2016,Bakery,Breads & Buns,1906.06,1258.00,34%,150.96,Rochester,Minnesota,United States
OD7228,16/08/2016,agosto,2016,Fruits & Veggies,Organic Fruits,975.58,839.00,14%,201.36,Rochester,Minnesota,United States
OD7376,16/08/2016,agosto,2016,Snacks,Cookies,1897.75,1689.00,11%,709.38,Bozeman,Montana,United States
OD7876,16/08/2016,agosto,2016,Oil & Masala,Spices,3259.72,2347.00,28%,281.64,Bozeman,Montana,United States
OD7892,16/08/2016,agosto,2016,Bakery,Biscuits,1475.61,1210.00,18%,544.50,Peoria,Arizona,United States
OD7911,16/08/2016,agosto,2016,Snacks,Cookies,2584.93,1887.00,27%,622.71,Peoria,Arizona,United States
OD7915,16/08/2016,agosto,2016,Beverages,Soft Drinks,2775.58,2387.00,14%,620.62,Peoria,Arizona,United States
OD8222,16/08/2016,agosto,2016,Snacks,Noodles,2505.81,2155.00,14%,581.85,Peoria,Arizona,United States
OD8229,16/08/2016,agosto,2016,Food Grains,Rice,1633.75,1307.00,20%,548.94,San Diego,California,United States
OD9549,16/08/2016,agosto,2016,"Eggs, Meat & Fish",Fish,1502.50,1202.00,20%,180.30,Lakewood,Ohio,United States
OD1725,16/08/2017,agosto,2017,Fruits & Veggies,Fresh Vegetables,1834.12,1559.00,15%,155.90,Houston,Texas,United States
OD1776,16/08/2017,agosto,2017,"Eggs, Meat & Fish",Eggs,2270.73,1862.00,18%,521.36,Perth Amboy,New Jersey,United States
OD2236,16/08/2017,agosto,2017,Snacks,Cookies,2745.95,2032.00,26%,629.92,Perth Amboy,New Jersey,United States
OD4244,16/08/2017,agosto,2017,Snacks,Chocolates,2630.12,2183.00,17%,109.15,Perth Amboy,New Jersey,United States
OD4295,16/08/2017,agosto,2017,Snacks,Cookies,2301.39,1657.00,28%,364.54,Philadelphia,Pennsylvania,United States
OD4755,16/08/2017,agosto,2017,Beverages,Soft Drinks,925.00,777.00,16%,194.25,Philadelphia,Pennsylvania,United States
OD6765,16/08/2017,agosto,2017,Food Grains,Rice,878.95,668.00,24%,273.88,Philadelphia,Pennsylvania,United States
OD6816,16/08/2017,agosto,2017,Fruits & Veggies,Fresh Vegetables,1842.11,1400.00,24%,196.00,Philadelphia,Pennsylvania,United States
OD7276,16/08/2017,agosto,2017,Snacks,Noodles,2589.74,2020.00,22%,464.60,Philadelphia,Pennsylvania,United States
OD982,16/08/2018,agosto,2018,Food Grains,Dals & Pulses,1198.68,911.00,24%,91.10,Philadelphia,Pennsylvania,United States
OD987,16/08/2018,agosto,2018,Snacks,Noodles,1366.28,1175.00,14%,70.50,Richmond,Indiana,United States
OD9872,16/08/2018,agosto,2018,Food Grains,Dals & Pulses,2060.00,1854.00,10%,389.34,Detroit,Michigan,United States
OD9877,16/08/2018,agosto,2018,Bakery,Cakes,1517.39,1047.00,31%,272.22,Detroit,Michigan,United States
OD2466,16/09/2015,setembro,2015,Snacks,Chocolates,1467.42,1306.00,11%,130.60,Detroit,Michigan,United States
OD4985,16/09/2015,setembro,2015,Oil & Masala,Masalas,2252.94,1532.00,32%,91.92,Detroit,Michigan,United States
OD7506,16/09/2015,setembro,2015,Fruits & Veggies,Organic Vegetables,2481.40,2134.00,14%,938.96,Los Angeles,California,United States
OD1603,16/09/2016,setembro,2016,Bakery,Cakes,2718.75,2175.00,20%,891.75,Los Angeles,California,United States
OD4122,16/09/2016,setembro,2016,Bakery,Cakes,2502.82,1777.00,29%,586.41,Los Angeles,California,United States
OD6643,16/09/2016,setembro,2016,Food Grains,Rice,2396.92,1558.00,35%,420.66,Los Angeles,California,United States
OD2392,16/09/2017,setembro,2017,Bakery,Breads & Buns,1033.71,920.00,11%,202.40,Los Angeles,California,United States
OD3000,16/09/2017,setembro,2017,Snacks,Noodles,2972.97,2200.00,26%,396.00,Los Angeles,California,United States
OD3271,16/09/2017,setembro,2017,Snacks,Noodles,2571.60,2083.00,19%,708.22,Los Angeles,California,United States
OD3683,16/09/2017,setembro,2017,Fruits & Veggies,Fresh Fruits,1761.90,1480.00,16%,133.20,Los Angeles,California,United States
OD4911,16/09/2017,setembro,2017,"Eggs, Meat & Fish",Fish,2097.26,1531.00,27%,275.58,Los Angeles,California,United States
OD5519,16/09/2017,setembro,2017,Snacks,Chocolates,1375.29,1169.00,15%,409.15,Pomona,California,United States
OD5790,16/09/2017,setembro,2017,Food Grains,Organic Staples,2676.67,2409.00,10%,794.97,Pomona,California,United States
OD6202,16/09/2017,setembro,2017,Snacks,Chocolates,2526.44,2198.00,13%,945.14,Philadelphia,Pennsylvania,United States
OD7432,16/09/2017,setembro,2017,"Eggs, Meat & Fish",Eggs,818.46,532.00,35%,95.76,Ontario,California,United States
OD8040,16/09/2017,setembro,2017,Snacks,Noodles,1113.70,813.00,27%,300.81,Seattle,Washington,United States
OD8311,16/09/2017,setembro,2017,Fruits & Veggies,Organic Vegetables,2789.33,2092.00,25%,732.20,Brentwood,California,United States
OD8723,16/09/2017,setembro,2017,Snacks,Cookies,1358.23,1073.00,21%,300.44,Brentwood,California,United States
OD94,16/09/2018,setembro,2018,Fruits & Veggies,Fresh Fruits,3368.66,2257.00,33%,270.84,San Francisco,California,United States
OD95,16/09/2018,setembro,2018,Snacks,Chocolates,1784.72,1285.00,28%,218.45,Baltimore,Maryland,United States
OD272,16/09/2018,setembro,2018,Snacks,Noodles,1281.16,884.00,31%,282.88,Baltimore,Maryland,United States
OD273,16/09/2018,setembro,2018,Fruits & Veggies,Organic Fruits,3172.73,2443.00,23%,781.76,Baltimore,Maryland,United States
OD423,16/09/2018,setembro,2018,Bakery,Breads & Buns,1857.53,1356.00,27%,501.72,Phoenix,Arizona,United States
OD850,16/09/2018,setembro,2018,Fruits & Veggies,Fresh Vegetables,1042.25,740.00,29%,155.40,Phoenix,Arizona,United States
OD851,16/09/2018,setembro,2018,Beverages,Health Drinks,1294.12,1100.00,15%,308.00,Phoenix,Arizona,United States
OD1105,16/09/2018,setembro,2018,Oil & Masala,Masalas,3675.38,2389.00,35%,238.90,Los Angeles,California,United States
OD1897,16/09/2018,setembro,2018,Beverages,Soft Drinks,1301.47,885.00,32%,238.95,Houston,Texas,United States
OD1898,16/09/2018,setembro,2018,Fruits & Veggies,Organic Vegetables,2890.12,2341.00,19%,1053.45,New York City,New York,United States
OD3016,16/09/2018,setembro,2018,Fruits & Veggies,Fresh Fruits,946.51,814.00,14%,276.76,New York City,New York,United States
OD3604,16/09/2018,setembro,2018,Oil & Masala,Spices,2600.00,1950.00,25%,546.00,New York City,New York,United States
OD3784,16/09/2018,setembro,2018,Oil & Masala,Masalas,995.52,667.00,33%,173.42,New York City,New York,United States
OD4416,16/09/2018,setembro,2018,"Eggs, Meat & Fish",Mutton,1808.24,1537.00,15%,537.95,New York City,New York,United States
OD4417,16/09/2018,setembro,2018,Oil & Masala,Spices,1751.22,1436.00,18%,143.60,Rancho Cucamonga,California,United States
OD5535,16/09/2018,setembro,2018,Bakery,Cakes,2251.43,1576.00,30%,677.68,Wilmington,Delaware,United States
OD6123,16/09/2018,setembro,2018,Oil & Masala,Spices,2412.31,1568.00,35%,266.56,Wilmington,Delaware,United States
OD6303,16/09/2018,setembro,2018,Beverages,Soft Drinks,1735.90,1354.00,22%,270.80,Moorhead,Minnesota,United States
OD6937,16/09/2018,setembro,2018,Fruits & Veggies,Organic Vegetables,3197.40,2462.00,23%,837.08,Farmington,New Mexico,United States
OD6938,16/09/2018,setembro,2018,Bakery,Breads & Buns,2524.24,1666.00,34%,283.22,Wilmington,North Carolina,United States
OD8056,16/09/2018,setembro,2018,"Eggs, Meat & Fish",Fish,3126.03,2282.00,27%,844.34,Jackson,Mississippi,United States
OD8644,16/09/2018,setembro,2018,Beverages,Health Drinks,1195.18,992.00,17%,158.72,Jackson,Mississippi,United States
OD8824,16/09/2018,setembro,2018,Bakery,Cakes,1648.84,1418.00,14%,255.24,Jackson,Mississippi,United States
OD8984,16/09/2018,setembro,2018,"Eggs, Meat & Fish",Eggs,928.95,706.00,24%,63.54,Portland,Oregon,United States
OD8985,16/09/2018,setembro,2018,Beverages,Health Drinks,2847.89,2022.00,29%,586.38,Portland,Oregon,United States
OD9162,16/09/2018,setembro,2018,Oil & Masala,Edible Oil & Ghee,1681.16,1160.00,31%,162.40,Denver,Colorado,United States
OD9163,16/09/2018,setembro,2018,Bakery,Cakes,2295.29,1951.00,15%,370.69,Denver,Colorado,United States
OD9313,16/09/2018,setembro,2018,"Eggs, Meat & Fish",Eggs,1859.72,1339.00,28%,187.46,Tucson,Arizona,United States
OD9740,16/09/2018,setembro,2018,Oil & Masala,Masalas,3034.18,2397.00,21%,503.37,New York City,New York,United States
OD9741,16/09/2018,setembro,2018,Oil & Masala,Spices,1445.45,1272.00,12%,419.76,New York City,New York,United States
OD160,17/01/2016,janeiro,2016,Food Grains,Dals & Pulses,1670.79,1487.00,11%,148.70,Boynton Beach,Florida,United States
